6.005,5.6,1,5.14,17.868,0.74527
6.17,4.8,1.02,4.88,15.758,0.84972
6.362,4.8,1.1,4.86,16.337,0.8969
6.447,5.1,1.25,4.52,31.923,0.76686
6.491,4.7,1.23,4.54,34.727,0.76314
6.274,4.8,1.19,4.37,38.233,0.76127
6.202,2.6,0.99,4.14,29.574,0.66629
6.131,1.6,0.86,4.12,11.714,0.65076
6.156,3.6,0.76,4.46,12.072,0.77932
6.178,3.1,0.72,4.71,17.022,0.76361
6.147,3,0.68,4.83,25.339,0.74669
6.15,3.9,0.58,4.52,25.384,0.74098
6.15,4.3,0.54905,4.6994,20.208,0.72319
6.12,3.3,0.51,4.81,7.087,0.72028
6.098,4.2,0.42,4.23,15.184,0.82242
6.064,2.9,0.46,3.76,27.01,0.7715
5.945,5.7,0.36,3.64,34.662,0.64763
5.73,3.1,0.3,4.17,33.928,0.65959
5.498,3.2,0.22,4.67,22.308,0.56758
5.344,3.6,0.19,4.65,7.862,0.61681
5.348,3.7,0.18,4.36,17.173,0.70951
5.445,2.9,0.16,4.65,30.812,0.69315
5.606,6.7,0.18,4.01,36.021,0.67803
5.751,3.9,0.18,3.89,32.443,0.6141
5.912,5,0.22,3.06,27.833,0.70062
6.123,4.6,0.2,3.68,15.174,0.75377
6.358,4.4,0.21,4.18,4.455,0.77288
6.574,4.4,0.28,3.84,20.55,0.89077
6.728,2.7,0.28,4.03,34.223,0.74716
6.755,2.8,0.31,4,44.166,0.66834
6.683,3.5,0.28,3.62,34.658,0.61085
6.634,3.4,0.27,4.19,19.293,0.54928
6.691,4,0.26,4.33,5.751,0.5038
6.712,5.1,0.24,4.33,12.623,0.57886
6.66,6.9,0.2286,4.1792,24.914,0.58834
6.649,7.1,0.21,4.15,29.167,0.61194
6.671,7.7,0.18,4.38,24.608,0.60541
6.669,10.7,0.19,4.5,13.249,0.63763
6.661,11.1,0.2,5.07,7.059,0.66988
6.665,9.6,0.2,4.29,25.461,0.69963
6.592,9.6,0.2,5.16,35.463,0.6141
6.413,9.4,0.17,5.72,37.228,0.5579
6.125,9.5,0.19,4.81,27.751,0.52827
5.903,9.1,0.17,4.63,16.898,0.44212
5.839,7.2,0.16,4.82,5.613,0.46813
5.886,5.3,0.17,4.61,22.783,0.52058
5.997,4.7,0.19,4.98,33.468,0.55216
6.18,3,0.19,4.27,38.366,0.56531
6.372,2.6,0.38,3.3,33.871,0.56304
6.563,2.4,0.65,3.75,24.771,0.64658
6.829,2.6,0.96,4.28,14.916,0.71833
7.129,4.3,1.3637,5.1028,22.26,0.87505
7.459,3.2,1.69,5.83,29.783,0.86036
7.346,3.9,1.83,6.09,51.783,0.92901
7.235,7,2.04,6.54,65.929,0.93216
7.269,3,2.18,6.85,54.987,0.89813
6.984,6.6,2.15,7.01,45.608,0.73285
7.159,5.9,2.04,7.35,29.146,0.72561
7.12,4.4,1.92,6.65,30.287,0.82198
7.035,5.7,1.79,6.85,32.848,0.73429
6.82,3.5,1.68,6.44,42.751,0.74527
6.845,5.8,1.54,6.12,39.602,0.81802
6.835,4.2,1.39,6.54,27.198,0.84243
6.608,1.8,1.26,6.17,19.193,1.0221
6.761,1.8,1.11,6.93,25.858,1.0278
6.603,1.8,0.96,6.95,37.828,0.93138
6.312,1,0.86,7.54,52.368,0.94663
5.971,1.4,0.77,6.5,39.36,0.8211
5.803,1.7,0.63,7.02,26.277,0.56418
5.662,2.1,0.59,6.32,8.912,0.94196
5.635,2.3,0.58,6.16,21.268,0.40279
5.676,2.3,0.54,5.82,38.369,0.50983
5.853,2.4,0.49,4.92,41.833,0.78937
5.945,3.4,0.53,4.48,35.697,0.77473
5.996,2.6,0.61,4.7,20.203,0.80558
6.116,2.4,0.69,4.47,7.998,0.89445
6.366,2.1,0.86,4.6,16.899,0.96546
6.481,1.9,1,4.4,34.704,0.82593
6.56,2.5,1.01,4.33,39.847,0.73141
6.406,3.3,0.83,3.98,43.762,0.61896
6.303,3.2,0.82,4.31,29.658,0.71
6.277,2.8,0.65,4.15,14.32,0.78299
6.307,3.7,0.65,4.48,10.715,0.842
6.298,1.7,0.67,4.59,22.082,0.71638
6.287,2.3,0.63,4.49,32.62,0.54754
6.3,1.7,0.59,4.2,31.227,0.67039
6.343,1.3,0.5,4.33,19.668,0.72513
6.33,1.6,0.46,4.56,7.133,0.73285
6.346,2.5,0.38,4.66,17.211,0.8268
6.399,5,0.3773,4.5349,32.208,0.74858
6.268,2.2,0.43,4.88,39.161,0.56815
6.03,2.3,0.47,5.9,34.482,0.60595
5.744,2.4,0.47,5.88,22.818,0.66988
5.645,3.5,0.42,5.5,10.201,0.69813
5.614,3.5,0.37,4.96,14.503,0.79615
5.722,3.4,0.38,5.06,36.328,0.65804
5.844,3.7,0.37,5.23,41.963,0.61519
5.998,4.1,0.36,4.71,42.915,0.67192
6.133,4.2,0.31,5.13,29.95,0.66988
6.307,4,0.3,5.51,15.033,0.74336
6.52,2,0.28,5.12,6.095,0.79706
6.753,0.6,0.25,5.36,22.604,0.86584
6.903,2.9,0.23,5.88,38.978,0.68914
6.903,2.9,0.22,5.01,40.791,0.54928
6.745,3.3,0.2,4.49,36.661,0.49956
6.656,2.7,0.19,4.59,23.173,0.48551
6.661,5.4,0.22,5.9,6.332,0.44916
6.699,5.3,0.2,5.13,13.114,0.50078
6.669,5.9,0.19,4.22,27.069,0.48181
6.652,3.9,0.21,4.54,32.174,0.52177
6.665,4.4,0.18,3.99,28.288,0.57041
6.67,4.5,0.2,3.91,15.679,0.57718
6.697,3.2,0.19,4.91,5.778,0.56645
6.723,3.4,0.16,4.58,22.248,0.66578
6.717,4.5,0.14,4.21,34.928,0.54291
6.556,4.8,0.18,4.03,33.013,0.43632
6.287,4.7,0.15,4.39,29.758,0.42068
6.031,6.7,0.16,5.39,19.523,0.42068
5.922,5.4,0.15,4.9,5.766,0.42068
5.924,5.9,0.13,5.65,20.803,0.47188
6.001,7.3,0.14,4.61,35.439,0.45806
6.114,4.7,0.17,3.44,45.513,0.55331
6.245,4.4,0.19,3.61,40.543,0.56928
6.36,6.3,0.18,3.7,26.689,0.58501
6.529,4.2,0.16,3.91,10.343,0.63763
6.752,4.7,0.14,4.4,7.662,0.7105
6.95,5.8,0.13,5.03,26.588,0.69064
7.035,4.2,0.13,5.14,38.615,0.53941
6.933,4.8,0.15,4.79,41.085,0.48858
6.764,4.5,0.15,4.98,33.579,0.40213
6.677,4.5,0.18,4.58,17.641,0.34854
6.671,5.2,0.25,3.95,4.471,0.30454
6.66,3.7,0.2,3.61,17.168,0.37363
6.604,4.5,0.2,4.24,25.79,0.38186
6.581,2.9,0.18,4.95,33.588,0.50802
6.6,3,0.19,5.01,24.668,0.52768
6.601,2.6,0.19518,4.4842,16.482,0.52177
6.633,2.6,0.18838,3.8219,6.172,0.51103
6.665,3.3,0.18,3.53,22.565,0.60432
6.658,4.6,0.18,3.75,31.921,0.47995
6.493,6.6,0.19,3.82,33.436,0.37981
6.225,4.7,0.19,4.39,26.523,0.317
6.018,4.9,0.19,3.96,15.153,0.26082
5.93,5.7,0.23,3.65,6.435,0.22154
5.951,6.9,0.24,3.71,25.376,0.27687
6.025,5.3,0.25,3.79,41.245,0.40746
6.14,5.6,0.28,3.98,42.764,0.5038
6.257,5.6,0.29,4.19,39.267,0.49774
6.37,4.8,0.3,3.89,25.946,0.52591
6.533,5,0.35,4.06,8.334,0.52768
6.726,6.4,0.35,3.81,11.3,0.63869
6.882,3.8,0.38,3.83,25.508,0.59829
6.912,6.6,0.49,3.24,38.287,0.48674
6.762,7.9,0.47,3.55,36.405,0.44725
6.517,7,0.42,3.56,22.12,0.33504
6.406,6.7,0.38,3.76,5.639,0.27308
6.393,6.4,0.35,3.62,7.178,0.27839
6.39,6.4,0.33,3.97,19.142,0.36325
6.354,6.2,0.29,3.64,27.868,0.36464
6.35,5.1,0.28,4.27,27.944,0.48612
6.397,4.9,0.27,4.19,25.279,0.47063
6.414,4.5,0.24937,4.0029,12.657,0.45616
6.471,4,0.25,3.98,4.107,0.47063
6.535,3.4,0.28,3.99,5.963,0.5318
6.521,4.4,0.26,3.79,12.012,0.39743
6.374,4.3,0.22,3.68,13.415,0.3257
6.139,3.5,0.18,3.76,10.597,0.25697
5.948,2.9,0.19,3.68,6.672,0.21026
5.889,2.2,0.2,3.75,5.398,0.18232
5.903,4,0.21,3.41,19.648,0.24295
5.99,3.5,0.22,3.52,31.052,0.36949
6.098,2.1,0.28,3.8,28.917,0.46185
6.202,2.2,0.31,3.86,27.765,0.43632
6.325,4.9,0.36,4.19,16.797,0.44725
6.472,8.5,0.37,3.43,5.812,0.44852
6.636,3.2,0.34,3.21,7.795,0.56133
6.778,2.8,0.43,3.05,9.976,0.47188
6.754,3.3,0.53675,3.2382,15.031,0.42331
6.587,4.2,0.57,3.26,15.102,0.35767
6.397,6.6,0.5,3.04,12.092,0.28893
6.263,6.6,0.42,4.05,5.458,0.22873
6.245,8.8,0.37,3.88,7.636,0.2492
6.207,8.6,0.34,4.02,22.486,0.28141
6.164,9,0.34,5,30.396,0.35206
6.193,10,0.32,4.87,29.158,0.42723
6.229,8.8,0.31,4.96,23.481,0.39676
6.295,8.7,0.2807,4.8169,13.296,0.38117
6.369,10.7,0.25,4.5,5.136,0.38798
6.465,9.3,0.23,4.53,7.863,0.49956
6.496,9,0.18,5.14,11.471,0.3873
6.404,8.8,0.17,4.88,14.161,0.3038
6.235,6.8,0.16,5.89,10.261,0.22474
6.113,7.1,0.16,7.28,5.543,0.18149
6.091,3.4,0.13,6.97,5.152,0.17227
6.161,15.5,0.15,9.05,15.686,0.26005
6.252,16.4,0.18,7.32,26.397,0.26313
6.34,15.6,0.1477,6.3427,26.773,0.37225
6.452,16.4,0.14,5.79,26.294,0.34004
6.565,18.1,0.21,4.15,16.104,0.33074
6.731,15.8,0.2,3.56,4.823,0.3293
6.89,15.9,0.2,3.76,7.923,0.45108
7.007,14.3,0.25,3.69,9.493,0.39945
6.955,13.5,0.41,3.61,15.184,0.35417
6.77,13.2,0.56,4.36,15.331,0.29267
6.587,13.5,0.87,4.65,11.92,0.25076
6.482,15.7,1.14,5.46,17.693,0.39474
6.363,13.7,1.3656,5.6838,17.655,0.49835
6.293,15.2,1.41,5.31,21.913,0.51222
6.434,14,1.23,4.9,37.443,0.48981
6.332,14.6,1.229,5.0079,37.94,0.54232
6.41,15.9,1.32,5.04,34.849,0.52532
6.545,15.1,1.36,4.84,24.859,0.57886
6.656,13.8,1.48,5.79,15.44,0.59111
6.824,13.7,1.44,5.69,19.543,0.73764
6.823,14.1,1.28,5.73,17.974,0.61248
6.771,15.6,1.18,5.55,20.63,0.59939
6.672,15.9,1.09,5.22,20.189,0.59056
6.533,15.1,0.97654,5.0077,17.849,0.47375
6.586,15,1.08,4.85,13.559,0.37981
6.703,13.5,1.59,4.91,18.433,0.47437
6.598,12.8,2.15,5.93,21.878,0.65128
6.741,12.7,2.28,6.61,33.568,0.65752
6.902,11.5,2.33,6.44,30.923,0.64343
6.998,12.2,2.18,6.48,24.303,0.62754
6.989,10.7,2.1789,6.3077,42.398,0.58389
6.935,11.2,2.35,5.97,39.683,0.67243
7.166,9.8,2.5679,5.7433,29.727,0.67956
6.978,8.7,2.65,5.8,42.873,0.79163
6.726,6.9,2.4708,6.1254,41.869,0.892
6.65,5.4,2.19,6.06,34.118,0.88954
6.331,5,2.04,5.46,27.326,0.85229
6.146,2.9,2.07,5.75,28.786,0.78755
6.017,1.4,1.85,5.51,27.529,0.73381
5.861,2.8,1.7248,5.7492,25.764,0.75518
5.907,3.9,1.75,6.16,27.369,0.69714
5.903,3,1.83,6.14,23.323,0.70656
5.964,3.4,1.85,5.98,26.268,0.68864
5.967,2.8,1.8,5.52,24.216,0.63287
6.025,2.5,1.77,5.47,27.033,0.69664
6.114,1.7,1.7448,5.5113,28.179,0.76779
6.198,6.7,1.7142,5.5083,45.532,0.85909
6.108,5.6,1.6786,5.4687,38.266,0.97116
5.83,7.3,1.6379,5.4003,35.28,0.91228
5.809,10.7,1.5926,5.3105,31.08,0.8096
5.656,9.7,1.5427,5.2072,24.319,0.758
5.709,10.1,1.4885,5.0978,25.423,0.72707
5.749,13.9,1.4301,4.9902,23.683,0.76965
5.745,10.3,1.3677,4.8919,21.193,0.7957
5.726,8.4,1.3015,4.8105,22.546,0.76779
5.686,6.3,1.2318,4.7539,20.137,0.69315
5.64,6.5,1.1587,4.7295,19.948,0.71491
5.595,4.8,1.0825,4.745,19.267,0.7105
5.421,5.8,1.0032,4.8082,20.535,0.78709
5.357,2.4,0.92109,4.9266,19.612,0.86542
5.145,2.1,0.83641,5.108,22.031,0.87171
5.022,4.1,0.74931,5.3599,16.618,0.77841
4.923,4.6,0.66,5.69,10.098,0.87838
4.954,4.4,0.56922,5.9928,14.736,0.83421
5.01,4.1,0.48,5.71,23.591,0.74241
5.141,4.6,0.41,4.71,28.927,0.74384
5.29,4.4,0.39,4.38,26.35,0.70754
5.455,3,0.34,4.24,19.513,0.63446
5.633,2.7,0.32,3.92,10.466,0.55561
5.827,3.8,0.38317,3.6501,3.221,0.62111
5.997,3.7,0.51224,3.4958,10.185,0.71686
6.13,4.1,0.67484,3.4488,11.408,0.61194
6.148,5.7,0.83858,3.501,14.477,0.61627
6.154,4.5,0.97109,3.6441,10.163,0.63552
6.212,4.7,1.04,3.87,9.992,0.59993
